id,lon,lat
89a901280a7ffff,-51.20754525649569,-30.0690649641885
89a90129b87ffff,-51.17773722516773,-30.009172189520697
89a90129a9bffff,-51.15095022096584,-30.023938248580173
89a901299b3ffff,-51.20232789754374,-30.01540876115326
89a9012ae8fffff,-51.24184680776999,-30.08969943029663
89a9012b15bffff,-51.16323694384594,-30.101949460418407
89a90129d57ffff,-51.187785086176554,-30.031909150059988
89a9012985bffff,-51.160103746712814,-30.024550124613132
89a90129b07ffff,-51.174425238698554,-30.00251196631797
89a90129d63ffff,-51.190537027677905,-30.0247397032296
89a90128467ffff,-51.195865853929796,-30.081153126709175
89a9012881bffff,-51.23331509962493,-30.029413201586582
89a90129e63ffff,-51.14808535944875,-30.028345488963684
89a901281abffff,-51.22231129676754,-30.058094118943078
89a90128393ffff,-51.19805732805247,-30.06016791088164
89a901288c7ffff,-51.23342723852424,-30.032179021434512
89a90129c93ffff,-51.17644063967142,-30.052297732719452
89a90128e57ffff,-51.20940016883926,-30.03977750110684
89a90129123ffff,-51.158022229858496,-30.04831426415716
89a90129517ffff,-51.15605236934943,-30.074835137472807
89a90129cc7ffff,-51.170152069054936,-30.047283872292493
89a9012a17bffff,-51.23314503413311,-30.100142900105258
89a90129bcbffff,-51.16252052917987,-30.0090790496851
89a901283c7ffff,-51.1917694440396,-30.055155093569727
89a90128893ffff,-51.23971412727411,-30.037189864441302
89a90129c57ffff,-51.166951892520224,-30.043393888827705
89a90e924d3ffff,-51.20816711694149,-30.009357709416054
89a90129a37ffff,-51.15954426830032,-30.010720651997648
89a9012acc3ffff,-51.254420908955225,-30.099706349553735
89a9012998fffff,-51.196264471770235,-30.015923318315462
89a90129e0fffff,-51.15128593545413,-30.032235942782847
89a9012a32fffff,-51.22354510626918,-30.088490974110126
89a90129d4bffff,-51.18160923397758,-30.029661683292403
89a90128013ffff,-51.195529811898595,-30.07286013100106
89a9012952bffff,-51.15571675289564,-30.066542022591396
89a90128643ffff,-51.16543023785633,-30.080969344808107
89a90129947ffff,-51.186889225039636,-30.0097822090827
89a901298bbffff,-51.1784091812701,-30.025771967628177
89a901293a7ffff,-51.142690891566446,-30.045452964631583
89a9012a277ffff,-51.1967621222532,-30.103252684797123
89a90128c3bffff,-51.23993845277887,-30.042716971725625
89a901284d3ffff,-51.1904735196882,-30.098244359488728
89a90129cabffff,-51.17908103581721,-30.042362675427842
89a901295b3ffff,-51.16222981099387,-30.07708378117773
89a9012aa53ffff,-51.22882305247459,-30.068632575304022
89a90129a1bffff,-51.14763823600312,-30.017281875311443
89a90129c6bffff,-51.16661613510787,-30.035100764256867
89a901294b3ffff,-51.14139134006006,-30.088559916705385
89a9012aa6fffff,-51.234437085645105,-30.057057804668748
89a9012ae33ffff,-51.244597400944755,-30.082533437372255
89a90129c87ffff,-51.17930493505229,-30.04789440532368
89a9012884fffff,-51.22702805186503,-30.024402044270673
89a901282dbffff,-51.16498255860942,-30.06991490901082
89a90129a07ffff,-51.15359144496442,-30.013999142272453
89a90128367ffff,-51.19429731034635,-30.042453886430422
89a90e9348fffff,-51.15303195690492,-30.000165105211988
89a90129c6fffff,-51.1695923566803,-30.033459006595525
89a90129547ffff,-51.14678608016883,-30.07146162508136
89a90129877ffff,-51.17200884654556,-30.01798778192385
89a9012a3a3ffff,-51.226969447275906,-30.097902115627466
89a90128037ffff,-51.20434551188307,-30.06517590907016
89a9012b2b7ffff,-51.14515115738932,-30.106257301292857
89a901288d3ffff,-51.23056417119797,-30.03658352682717
89a9012834fffff,-51.1853690932961,-30.04737611304122
89a9012a2a7ffff,-51.20911485097558,-30.107741309940586
89a901669a7ffff,-51.141125785020044,-30.006730260532905
89a90129e03ffff,-51.15139774537184,-30.03500183841464
89a9012ae9bffff,-51.23898376329322,-30.094099572868917
89a90129b03ffff,-51.1714493706386,-30.00415383792182
89a90129cc3ffff,-51.1671757688523,-30.048925640303825
89a9012a1a3ffff,-51.24858312134276,-30.105750353615278
89a90129e1bffff,-51.14842085183918,-30.036643185678503
89a90e934cbffff,-51.140902157637775,-30.00119391306855
89a901283a3ffff,-51.20378483601223,-30.05135575405088
89a9012995bffff,-51.180937371545475,-30.013066445026624
89a9012aecfffff,-51.23269622261837,-30.089093264443523
89a90128513ffff,-51.21714532650715,-30.08072261782922
89a9012a1bbffff,-51.245607670039476,-30.107389370533618
89a90129b9bffff,-51.1717851042761,-30.012456012998424
89a9012824bffff,-51.16155823887016,-30.060497580115776
89a90128e23ffff,-51.221301873581204,-30.033215235331433
89a9012ae03ffff,-51.238647014140945,-30.085815741474885
89a901285a3ffff,-51.226184344853195,-30.078564063447665
89a90129bcfffff,-51.165497015886714,-30.007437379626015
89a9012b353ffff,-51.14470399149039,-30.095207345589067
89a9012988bffff,-51.17245673449124,-30.029051303959086
89a9012a22bffff,-51.19973826329698,-30.101614769770915
89a9012a343ffff,-51.208666401449214,-30.096691595559022
89a90e924d7ffff,-51.21114253026115,-30.007715011081558
89a90128397ffff,-51.201033449992366,-30.058525447531835
89a90128613ffff,-51.174695770841666,-30.084341535309257
89a9012ae6bffff,-51.232247195232155,-30.078043608713
89a9012844fffff,-51.186937162307714,-30.086070929148725
89a90129acfffff,-51.14466148419985,-30.018923140729022
89a90128e0bffff,-51.212375504171334,-30.038139292020098
89a901280dbffff,-51.18660120586564,-30.077782426821383
89a90129a33ffff,-51.15656790212666,-30.012357674677666
89a90128897ffff,-51.24268887115265,-30.035546459905596
89a9012a273ffff,-51.19378620716429,-30.104890531956066
89a9012aacbffff,-51.228935432201595,-30.071393870126702
89a90128297ffff,-51.18020077303226,-30.070007736819374
89a901283afffff,-51.20367284691181,-30.048589914088854
89a9012817bffff,-51.20996058600755,-30.053602166923696
89a90128c53ffff,-51.22803783912949,-30.049285424281273
89a9012998bffff,-51.19328889113528,-30.017565680022393
89a9012aa6bffff,-51.231461888065404,-30.05870102081433
89a90128a8fffff,-51.217878045704566,-30.023794818944257
89a90129577ffff,-51.152739962641576,-30.068183461642803
89a90129e33ffff,-51.157350920555174,-30.031723454270836
89a9012952fffff,-51.15869345191568,-30.064905028327058
89a9012837bffff,-51.18834537771235,-30.04573844617185
89a901281afffff,-51.22528696320219,-30.056455620664664
89a90128e53ffff,-51.20642442056852,-30.041420155711858
89a90e926d7ffff,-51.18952908689938,-29.999842372472077
89a9012a317ffff,-51.22090599537278,-30.09841781835692
89a9012827bffff,-51.16751130112378,-30.057218746063345
89a901282afffff,-51.18284093778105,-30.060077143100255
89a9012a06bffff,-51.21220288474046,-30.108864412009375
89a901282b7ffff,-51.186041292205836,-30.063962214441748
89a90129abbffff,-51.1567914549925,-30.017893984186507
89a90129d33ffff,-51.19980074974993,-30.028110168566794
89a9012ae13ffff,-51.238759040872594,-30.088577020289083
89a901298cfffff,-51.16628010544699,-30.02680311629879
89a9012aa73ffff,-51.23466149504483,-30.062584905017612
89a90129eafffff,-51.160439253462904,-30.032847793125914
89a90128e8fffff,-51.218663015343786,-30.04315113788071
89a90129e77ffff,-51.15117413209585,-30.029470045871154
89a90128267ffff,-51.17346429443797,-30.05393964197153
89a9012aa03ffff,-51.23786136316066,-30.06647321994457
89a90129a6bffff,-51.144214133020704,-30.007854986613594
89a9012810bffff,-51.213160498376084,-30.057491092456907
89a9012a1abffff,-51.245495427964364,-30.10462810663609
89a90129ad3ffff,-51.14488503373578,-30.024454954150094
89a90129d1bffff,-51.19087311627188,-30.033032773996208
89a90128517ffff,-51.22012109487395,-30.079079727144634
89a9012851bffff,-51.2140574656267,-30.079599624175426
89a9012aa5bffff,-51.22573543787472,-30.067509852651188
89a9012aac3ffff,-51.232022879043555,-30.072516516712614
89a901286afffff,-51.18362490948425,-30.079420049040216
89a90129a67ffff,-51.15027929314685,-30.00734282525201
89a9012b10fffff,-51.17525552685142,-30.098157245166195
89a9012b143ffff,-51.166213602797406,-30.100312302419262
89a90129897ffff,-51.178633000924414,-30.03130371292871
89a90128607ffff,-51.17756008610817,-30.079938264668098
89a90129e07ffff,-51.15437422348067,-30.03336493636932
89a90128193ffff,-51.219672210536686,-30.068025494196924
89a90129d8bffff,-51.19407324936313,-30.036926692320062
89a90129a4fffff,-51.141349432148125,-30.012262090594643
89a9012ae67ffff,-51.23831031525736,-30.077527386258186
89a90128373ffff,-51.19143319550674,-30.04686205364474
89a90128177ffff,-51.21602396075525,-30.05308697456739
89a9012a157ffff,-51.23336947526187,-30.105665454095902
89a90129a83ffff,-51.15392702495021,-30.0223013542775
89a90128123ffff,-51.222086936661505,-30.052566991243488
89a90129163ffff,-51.14886848292305,-30.04770676313742
89a90129827ffff,-51.18104933203075,-30.01583232128083
89a90129ecbffff,-51.14246741814277,-30.039925677167272
89a90e926dbffff,-51.18346524174272,-30.00035633927195
89a90128a0fffff,-51.21456614216164,-30.017140142274435
89a90129b37ffff,-51.18037733640124,-29.999232532661665
89a90128b4fffff,-51.22624290565979,-30.0050367008693
89a9012aebbffff,-51.24482178301656,-30.08805598453697
89a90e9349bffff,-51.1501675419876,-30.004572404538035
89a9012844bffff,-51.18396095673784,-30.08771306969916
89a9012a38bffff,-51.21804243031037,-30.102822016002424
89a90128a97ffff,-51.22107762476786,-30.027683572182088
89a901284b3ffff,-51.20546637507184,-30.092807099666985
89a901281cbffff,-51.20732136362786,-30.063537817174595
89a90129ddbffff,-51.185033083630195,-30.039083045005498
89a901285dbffff,-51.208218059375206,-30.085641860586925
89a901295afffff,-51.16200582160271,-30.071556556827947
89a90129a13ffff,-51.15072666016237,-30.018406445798302
89a901299d7ffff,-51.190312888131416,-30.019207974942237
89a90129ba3ffff,-51.18060119767838,-30.004764296726727
89a90129b57ffff,-51.16538484936543,-30.004671485706425
89a901291b3ffff,-51.16144644620917,-30.05773621682091
89a90129967ffff,-51.1927287339445,-30.00373183481072
89a90128e37ffff,-51.22438934495855,-30.034338071983985
89a9012ae83ffff,-51.24195892854924,-30.092460704239485
89a90129503ffff,-51.15296375287561,-30.07371070609892
89a9012aed7ffff,-51.235895891168305,-30.09297709690584
89a9012982bffff,-51.17498511708118,-30.01634589951734
89a90e924a3ffff,-51.223043534697666,-30.00114805769396
89a9012803bffff,-51.19828167023209,-30.06569507743593
89a90129a63ffff,-51.147302550433274,-30.00897963981164
89a90128e1bffff,-51.212487721404,-30.040905127867426
89a90128587ffff,-51.22332093208854,-30.082968386436292
89a90128ea3ffff,-51.22461379513637,-30.03986972287674
89a90129e23ffff,-51.157238949469225,-30.028957562892902
89a901280a3ffff,-51.20456956791031,-30.07070306002748
89a90129c0fffff,-51.172904404178915,-30.040114805891637
89a901299bbffff,-51.19924027816317,-30.014280888875557
89a9012b03bffff,-51.15739507489088,-30.107989433261995
89a90128443ffff,-51.18704937447041,-30.088832256309093
89a90e934c7ffff,-51.14696725449626,-30.000681904718192
89a90128d63ffff,-51.254588181504836,-30.02898119259199
89a90128337ffff,-51.203560873732215,-30.045828585084507
89a9012ae4fffff,-51.22938406681001,-30.08244806265329
89a9012b3cbffff,-51.14481569698799,-30.09797322068886
89a901291d3ffff,-51.1464506004146,-30.06316848033396
89a9012808bffff,-51.19564160601805,-30.07562596858732
89a901286c7ffff,-51.171719081095226,-30.085978887884
89a90128ccbffff,-51.2281498576881,-30.05205124092411
89a90129573ffff,-51.14976306715889,-30.06982032098235
89a90129ec7ffff,-51.1485329118371,-30.039409081780178
89a90129113ffff,-51.152292454105684,-30.057124445130263
89a90129d3bffff,-51.196712773106135,-30.026986753090636
89a9012a353ffff,-51.208778591949006,-30.09945741011149
89a90129da3ffff,-51.203000413823595,-30.031999360532957
89a9012810fffff,-51.21613596488924,-30.055848288732644
89a90128263ffff,-51.17048784305785,-30.055576971592302
89a90128e8bffff,-51.21568763514935,-30.044789488161634
89a90128537ffff,-51.225960039966786,-30.07303696035047
89a9012828bffff,-51.174024018182216,-30.067759934166478
89a90128acbffff,-51.20575190912218,-30.02482959954817
89a9012869bffff,-51.17491952522378,-30.089868725716798
89a9012987bffff,-51.165944459286386,-30.018505456392443
89a9012a18fffff,-51.242632455609424,-30.109032831788213
89a90128e6fffff,-51.212039216922015,-30.02984177622167
89a90129d53ffff,-51.18480921287491,-30.033551318238565
89a90e92683ffff,-51.1955925351058,-29.999323614811264
89a9012980bffff,-51.16914476439357,-30.022395481063853
89a9012aac7ffff,-51.23499816530215,-30.070877801969523
89a9012822fffff,-51.17952885269397,-30.053421617835472
89a90128173ffff,-51.213048240796574,-30.05472526434162
89a901299d3ffff,-51.1873371024098,-30.02084568985012
89a9012aa07ffff,-51.240836361300275,-30.06482986084765
89a9012a1afffff,-51.24847079875433,-30.102989092026483
89a901299b7ffff,-51.20530358788308,-30.013766195022832
89a9012994fffff,-51.18380131311711,-30.008658485336266
89a901286a7ffff,-51.18671339804577,-30.080543757831734
89a90129917ffff,-51.1961527371743,-30.013157455923285
89a90129167ffff,-51.15184505066345,-30.04606540814069
89a90129b8fffff,-51.17464943416327,-30.00804825047192
89a90129c4bffff,-51.16077514360175,-30.04114544971134
89a9012a153ffff,-51.230394107779574,-30.10730863942401
89a90128e33ffff,-51.22141400809679,-30.035981064971164
89a90128463ffff,-51.19288961077247,-30.08279095764739
89a9012815bffff,-51.2041211584401,-30.05964875347062
89a90129b3bffff,-51.17431347885794,-29.99974607802711
89a90128e87ffff,-51.22175076619656,-30.044274033361773
89a90129d8fffff,-51.1970490692319,-30.03528431566444
89a90128603ffff,-51.17458390755,-30.081580194295785
89a9012842fffff,-51.20193000248795,-30.080634067623375
89a9012ae63ffff,-51.23533488592188,-30.07916617508357
89a9012aa77ffff,-51.237636765728304,-30.060946129332663
89a90128a43ffff,-51.20552789714403,-30.01929789960733
89a90128407ffff,-51.19917800049239,-30.087799181958474
89a9012849bffff,-51.19653810061681,-30.09773005897018
89a9012862bffff,-51.17733621022586,-30.074411070901803
89a90128377ffff,-51.19440935524565,-30.045219737683098
89a90129b53ffff,-51.16240876716614,-30.006313153217583
89a901294a3ffff,-51.14127941727878,-30.08579403473537
89a9012ae4bffff,-51.22640866649408,-30.084086649172956
89a90129b7bffff,-51.16516117667616,-29.999135180921698
89a9012b3cfffff,-51.14779286021281,-30.09633196579628
89a901285d7ffff,-51.21428177470889,-30.08512674422426
89a9012842bffff,-51.19895388457834,-30.08227654770723
89a9012993bffff,-51.19592863987864,-30.007625728247575
89a9012a367ffff,-51.217481895061155,-30.089011029521878
89a90129843ffff,-51.16308008610123,-30.02290851200565
89a9012b147ffff,-51.16919048007553,-30.09867056431277
89a90129913ffff,-51.19317691292515,-30.014799815911378
89a9012856fffff,-51.21360892820698,-30.068545368619276
89a901281cfffff,-51.21029710758244,-30.061895145752704
89a901285bbffff,-51.22320868284727,-30.080202578727345
89a9012126bffff,-51.25464555856357,-30.105228862793805
89a90128ea7ffff,-51.22758919445957,-30.038226658165257
89a9012a38fffff,-51.22101819446161,-30.101179108382677
89a90129db7ffff,-51.20608830142106,-30.033127139295402
89a901286c3ffff,-51.16874262502292,-30.087620684822113
89a90129cafffff,-51.18205694264829,-30.04072063797845
89a9012835bffff,-51.18250508996648,-30.05178408392428
89a90129c27ffff,-51.181833241223806,-30.03519341910747
89a90128333ffff,-51.20058516313498,-30.04746659462571
89a9012980fffff,-51.17212088962923,-30.02075366425093
89a90e934c3ffff,-51.14399065543196,-30.002318645557448
89a90128ccfffff,-51.23112523662162,-30.05040809823806
89a90128447ffff,-51.19002557065311,-30.087194558393584
89a90129027ffff,-51.14016122364547,-30.05815319296318
89a901291b7ffff,-51.164423104322424,-30.05609457931899
89a90129e0bffff,-51.14830912252795,-30.033877287931343
89a9012b12bffff,-51.178120212202685,-30.09375397008071
89a90128533ffff,-51.22298453901883,-30.074675471104527
89a901288c3ffff,-51.2304521059671,-30.033817705996356
89a9012b1cfffff,-51.16941428898115,-30.104197752686176
89a901298cbffff,-51.16330401981871,-30.028440287883484
89a9012855bffff,-51.20490570684802,-30.078996032925144
89a90128acfffff,-51.20872749879316,-30.0231869577995
89a9012914fffff,-51.14291472177848,-30.050984758891854
89a9012953bffff,-51.155828728902094,-30.06930789945112
89a90129e27ffff,-51.16021546768298,-30.027316015530005
89a9012a1c7ffff,-51.236569384063976,-30.109549257950135
89a9012b073ffff,-51.151329014204705,-30.10850644223555
89a90128247ffff,-51.16762326901839,-30.05998461603077
89a90129c0bffff,-51.16992803153732,-30.041752125124862
89a9012a027ffff,-51.227418306860585,-30.108947245833253
89a9012888bffff,-51.236514488284904,-30.03330157374281
89a9012acd3ffff,-51.25453339251327,-30.102467606505922
89a9012a3c3ffff,-51.21197862921848,-30.103337308082025
89a9012828fffff,-51.17700044212047,-30.066118014512462
89a90129c4fffff,-51.163751642273986,-30.039503824660656
89a90129b8bffff,-51.17167308102981,-30.009690126823497
89a901286b3ffff,-51.18384882345431,-30.08494722684083
89a90128387ffff,-51.20092120386866,-30.055759608423163
89a90128c43ffff,-51.22792550316521,-30.0465196069091
89a9012b397ffff,-51.16014805136731,-30.100825205086075
89a9012a107ffff,-51.24240780392314,-30.103505786508258
89a9012a3abffff,-51.22388191478126,-30.096779357338267
89a90128323ffff,-51.20047294379684,-30.044700750368037
89a901283cfffff,-51.1886813646833,-30.054031496538748
89a90e924dbffff,-51.205079305417165,-30.008234485288664
89a9012919bffff,-51.15251619177302,-30.06265169982334
89a9012823bffff,-51.176664417494926,-30.05782945925453
89a9012862fffff,-51.180312777544145,-30.07276907733506
89a901280b7ffff,-51.20765737039049,-30.07182627939608
89a90129da7ffff,-51.205975947880546,-30.030361294339095
89a90129c13ffff,-51.17312827088065,-30.045642036905218
89a9012994bffff,-51.180825409507854,-30.010296055212816
