"","id","lon","lat","population","schools","jobs","healthcare"
"716","89a9012a3afffff",-51.2268574011418,-30.0951363173696,860,0,150,0
"717","89a9012896fffff",-51.2536898375401,-30.0068547512478,0,0,0,0
"718","89a901291cbffff",-51.1432501855355,-30.0592779287887,1552,0,2,0
"719","89a9012a37bffff",-51.2115302181255,-30.0922921091883,379,0,0,0
"720","89a90128277ffff",-51.1735760915454,-30.0567009957989,0,0,6241,1
"721","89a9012ae23ffff",-51.2444852090088,-30.0797676496446,532,0,67,0
"722","89a9012b06bffff",-51.1481282451083,-30.1046205526413,29,0,31,0
"723","89a901282cfffff",-51.1678472170354,-30.0655118398751,592,2,295,0
"724","89a90129eb7ffff",-51.163639483673,-30.0367379426915,494,0,181,0
"725","89a9012825bffff",-51.1616700454421,-30.0632634543765,1103,0,105,0
"726","89a90129883ffff",-51.1755448289786,-30.0301752887893,157,0,223,0
"727","89a9012839bffff",-51.194969338024,-30.0590399506499,863,2,215,2
"728","89a90128133ffff",-51.2221991183798,-30.0553328118544,1586,0,905,0
"729","89a9012b16fffff",-51.1719429984233,-30.0915060821949,40,0,0,0
"730","89a901282a7ffff",-51.1859291399702,-30.0612008757318,194,0,10,0
"731","89a901298b7ffff",-51.1844732945245,-30.0252537186802,917,0,829,0
"732","89a90128273ffff",-51.1705998915945,-30.0583428394032,105,0,5,0
"733","89a90128cd7ffff",-51.2343248964187,-30.0542965086736,0,0,0,0
"734","89a9012aa63ffff",-51.2345492922757,-30.0598236116017,0,0,0,0
"735","89a9012832bffff",-51.1973850924085,-30.0435773548952,2120,0,436,0
"736","89a9012829bffff",-51.1741358562656,-30.0705257938242,720,0,64,0
"737","89a90129e83ffff",-51.1547099274269,-30.0416580969483,289,0,239,0
"738","89a9012aa8bffff",-51.2380856635119,-30.0720003059779,26,0,0,0
"739","89a901286d7ffff",-51.1718312024968,-30.0887447415807,70,0,1,0
"740","89a9012986bffff",-51.1658325829147,-30.0157350549178,1001,0,234,0
"741","89a90128e9bffff",-51.215799628901,-30.0475553184304,884,3,1634,0
"742","89a90128ecfffff",-51.20951230558,-30.0425433391919,1072,1,101,0
"743","89a90129813ffff",-51.1723446715583,-30.0262854254807,234,0,521,0
"744","89a901281d7ffff",-51.2134969776191,-30.0657840573615,762,0,201,0
"745","89a9012983bffff",-51.1750969165934,-30.0191117801105,1388,0,181,0
"746","89a90e92697ffff",-51.1986799736003,-30.0004515770225,344,0,844,4
"747","89a90128e2bffff",-51.2182144714147,-30.0320923256819,380,1,456,0
"748","89a90129b97ffff",-51.1778494159685,-30.0119380700777,418,1,119,0
"749","89a9012846fffff",-51.1927775684534,-30.0800296331344,1109,0,4,0
"750","89a90128347ffff",-51.1884572529626,-30.0484997895683,432,1,162,0
"751","89a9012a323ffff",-51.2236573656283,-30.0912522657395,495,0,19,0
"752","89a90129957ffff",-51.1870010223877,-30.0125480814317,436,0,1208,0
"753","89a9012aa1bffff",-51.2348859315505,-30.0681120002035,368,0,166,0
"754","89a9012836fffff",-51.1912092734734,-30.0413303454546,1622,0,287,0
"755","89a9012aec7ffff",-51.2357839381387,-30.0902158170975,189,0,8,0
"756","89a90128633ffff",-51.1805364904086,-30.0782962671967,0,0,0,0
"757","89a90129a53ffff",-51.1415727813406,-30.0177939158925,433,0,23,0
"758","89a90129aafffff",-51.1596559563917,-30.0134865493183,1787,0,54,0
"759","89a901293b7ffff",-51.1428028033975,-30.0482188624014,212,0,12,0
"760","89a901281bbffff",-51.2224234919816,-30.0608599369743,1186,0,591,0
"761","89a90129a7bffff",-51.1443260403788,-30.0106208989019,306,0,170,0
"762","89a9012ae93ffff",-51.2420710561184,-30.095221976892,659,1,44,0
"763","89a9012a34bffff",-51.2055784621093,-30.0955684068162,3,0,0,0
"764","89a90129a0fffff",-51.1505028015198,-30.0128746382692,1043,0,245,0
"765","89a9012ae3bffff",-51.241509826653,-30.0814110897094,1491,0,15,0
"766","89a90128eb7ffff",-51.2277011860028,-30.0409924799705,846,1,1053,0
"767","89a901284afffff",-51.2052422211064,-30.0872844815125,188,0,28,0
"768","89a90128243ffff",-51.1646468647495,-30.0616218125901,257,0,886,0
"769","89a9012b157ffff",-51.1693022228952,-30.1014364154576,512,0,24,0
"770","89a9012a2afffff",-51.2060268866829,-30.1066181347601,54,0,45,0
"771","89a9012ae53ffff",-51.2296085868582,-30.0879751508911,1681,0,12,0
"772","89a901288dbffff",-51.2274768855413,-30.0354608356298,2467,0,828,0
"773","89a90129a27ffff",-51.1594322555259,-30.0079502415068,1218,0,80,0
"774","89a901285c3ffff",-51.21119380862,-30.0840036845561,580,0,28,0
"775","89a9012822bffff",-51.1765525252691,-30.055063596629,0,0,0,0
"776","89a90129527ffff",-51.1617821828288,-30.0660293269562,1155,1,87,0
"777","89a90128e6bffff",-51.2090638083656,-30.0314844913744,1879,0,271,0
"778","89a90e934b3ffff",-51.159096602366,-29.9996525387998,463,0,382,0
"779","89a90128c0fffff",-51.2369634496983,-30.0443603136898,0,0,NA,NA
"780","89a9012918bffff",-51.1524043231117,-30.0598903292404,537,0,218,0
"781","89a901283dbffff",-51.185817310161,-30.05843502304,463,0,130,0
"782","89a90128317ffff",-51.1977211846398,-30.051874894799,1073,0,191,0
"783","89a90128307ffff",-51.1976090391571,-30.0491090496137,2125,0,294,0
"784","89a901280c3ffff",-51.189577395374,-30.0761402249947,703,0,2,0
"785","89a90129e3bffff",-51.1542623329735,-30.0305990428617,623,0,63,0
"786","89a90129ccbffff",-51.1640871852494,-30.0478014640862,1685,0,58,0
"787","89a90128a47ffff",-51.2085033259438,-30.0176552623094,1025,0,461,0
"788","89a9012a3bbffff",-51.2239938700845,-30.0995406456539,450,0,50,0
"789","89a901280d3ffff",-51.1896893524302,-30.0789060665019,561,0,15,0
"790","89a9012a02bffff",-51.2213548422809,-30.1094674829286,657,0,32,0
"791","89a901286a3ffff",-51.1837370294523,-30.0821858944687,34,0,0,0
"792","89a9012b16bffff",-51.1689663809983,-30.0931478834493,0,0,0,0
"793","89a9012814bffff",-51.2040091492447,-30.0568829173707,1763,0,39,0
"794","89a90129d03ffff",-51.1938488821525,-30.031394981292,602,0,207,0
"795","89a90128e83ffff",-51.2187750895979,-30.0459169659033,824,0,17,0
"796","89a90129c67ffff",-51.1726805561037,-30.0345830574915,123,0,5,0
"797","89a90128663ffff",-51.1712713336703,-30.0749289961084,2645,0,127,0
"798","89a9012b327ffff",-51.1625653544726,-30.0853723525824,0,0,0,0
"799","89a901290a3ffff",-51.1404968088723,-30.066446361154,177,0,0,0
"800","89a9012804fffff",-51.1861531353161,-30.0667280645643,424,0,151,0
"801","89a9012912bffff",-51.154933767596,-30.0471898724412,1434,1,2,0
"802","89a90128563ffff",-51.2137212194403,-30.0713111902893,986,0,4,0
"803","89a9012aa8fffff",-51.241060822569,-30.0703569423025,46,0,0,0
"804","89a90128237ffff",-51.1827288710404,-30.0573112873945,291,0,586,0
"805","89a90129847ffff",-51.1660563347446,-30.0212713443097,210,0,1,0
"806","89a90129a3bffff",-51.1534796004193,-30.0112332398022,186,1,931,0
"807","89a901281a3ffff",-51.2253989045352,-30.0592169247582,1285,0,405,0
"808","89a9012a177ffff",-51.2392081994359,-30.0996266330749,731,0,31,0
"809","89a90129a87ffff",-51.15690339977,-30.0206598806874,1754,0,61,0
"810","89a9012b1b7ffff",-51.1876092549982,-30.1026478991368,95,0,0,0
"811","89a901282a3ffff",-51.1829530028779,-30.0628384852814,58,0,0,0
"812","89a90129143ffff",-51.1430263225269,-30.0537506544554,34,0,0,0
"813","89a901289c7ffff",-51.2542513323768,-30.0206837866391,0,0,1,0
"814","89a90128137ffff",-51.2251746942103,-30.0536898036057,2006,1,189,0
"815","89a90129b93ffff",-51.1748733241787,-30.0135800176415,634,0,0,0
"816","89a901298b3ffff",-51.1814972403144,-30.0268958134583,401,0,1996,0
"817","89a90129bc7ffff",-51.1685850099102,-30.0085615335383,866,0,86,0
"818","89a901280abffff",-51.2014815105737,-30.0695797681155,1383,0,36,0
"819","89a9012854bffff",-51.2047936507342,-30.0762302058386,349,0,41,0
"820","89a90129953ffff",-51.1840250643163,-30.0141902352236,924,0,86,0
"821","89a90129b1bffff",-51.1684730803523,-30.0057956426412,557,0,57,0
"822","89a90128a57ffff",-51.2086154090161,-30.0204211106984,509,0,821,1
"823","89a9012821bffff",-51.1708236765778,-30.0638700593536,907,0,60,0
"824","89a90128343ffff",-51.1854812206755,-30.0501419704153,2127,0,67,0
"825","89a90129eabffff",-51.1574628982238,-30.0344893443677,398,1,38,1
"826","89a9012864bffff",-51.1623416497722,-30.0798451355153,727,0,0,0
"827","89a90128493ffff",-51.19962632164,-30.0988489472576,8,0,0,0
"828","89a901284c7ffff",-51.1933378555418,-30.0938407550796,362,0,0,0
"829","89a90128637ffff",-51.1835128045074,-30.0766587145553,630,0,9,0
"830","89a90128a83ffff",-51.2179900728454,-30.0265606559919,1052,0,1253,0
"831","89a9012b077ffff",-51.1543060597146,-30.106865042049,92,0,5,0
"832","89a90128163ffff",-51.21293632378,-30.0519639466503,839,0,657,0
"833","89a90128ecbffff",-51.2065364768005,-30.0441859960258,126,0,564,1
"834","89a901285abffff",-51.2230964504927,-30.0774412819447,1995,0,7,0
"835","89a90129d6bffff",-51.1874492504159,-30.0236115565993,1203,0,396,0
"836","89a9012958fffff",-51.1561643580244,-30.0775964982538,0,0,8,0
"837","89a90129d37ffff",-51.2027762210918,-30.0264721740586,680,0,1456,0
"838","89a90128063ffff",-51.1921054283959,-30.0634481224014,775,1,86,0
"839","89a9012b38bffff",-51.1539704823037,-30.0985809874584,27,0,0,0
"840","89a90129b0fffff",-51.1713373672238,-30.001387947898,0,0,0,0
"841","89a9012ae27ffff",-51.2474601796684,-30.078128655187,65,0,5,0
"842","89a901285d3ffff",-51.2113060432982,-30.0867649898088,1107,0,9,0
"843","89a9012124fffff",-51.2517826520759,-30.1096337853674,733,1,636,0
"844","89a9012b12fffff",-51.1810966953819,-30.0921119621663,1293,0,67,0
"845","89a90e926d3ffff",-51.1865532163373,-30.0014800729691,0,0,78,0
"846","89a90128093ffff",-51.1988419897571,-30.0795107161864,394,0,81,0
"847","89a901285c7ffff",-51.2141697740796,-30.0823609284712,285,0,99,0
"848","89a9012aa0bffff",-51.2347737152333,-30.0653507093673,121,0,854,0
"849","89a90129ecfffff",-51.1454441841377,-30.0382844651428,783,0,6,0
"850","89a90128697ffff",-51.1809846443786,-30.0893506306278,790,1,156,1
"851","89a90e93483ffff",-51.1531437751984,-30.0029310128029,436,0,117,0
"852","89a90129ec3ffff",-51.1455561635187,-30.0410503633602,2210,0,17,0
"853","89a90129e9bffff",-51.1517332144948,-30.0432995176295,1382,1,127,0
"854","89a90128c0bffff",-51.2339883481208,-30.0460035884853,0,0,18,0
"855","89a90128eb3ffff",-51.2247260201725,-30.0426310341456,551,0,339,0
"856","89a9012807bffff",-51.1891293267456,-30.0650858710411,925,0,51,0
"857","89a90128843ffff",-51.2271403337495,-30.0271678719682,95,0,3883,1
"858","89a90129c63ffff",-51.1697043523,-30.0362248846676,192,0,513,0
"859","89a90129c1bffff",-51.1700400469873,-30.0445179993503,506,0,44,0
"860","89a90129523ffff",-51.1588055014182,-30.0676663908078,211,0,0,0
"861","89a9012a143ffff",-51.2302816400077,-30.1045473613654,770,0,129,0
"862","89a9012a113ffff",-51.2395447261252,-30.1079104456998,735,0,4,0
"863","89a9012b153ffff",-51.1663255816067,-30.1030736430868,26,0,0,0
"864","89a901285afffff",-51.2260720217753,-30.0757982567137,1368,0,13,0
"865","89a9012857bffff",-51.2107452422432,-30.0729494257147,760,0,40,0
"866","89a90128197ffff",-51.2226478925706,-30.0663870569381,203,1,11,0
"867","89a9012b30bffff",-51.1506580646145,-30.091929284727,99,0,0,0
"868","89a9012ae57ffff",-51.2325840393186,-30.0863319803548,597,0,122,0
"869","89a901290a7ffff",-51.1434737570294,-30.0648097106112,201,0,0,0
"870","89a90e9245bffff",-51.2017677964527,-30.0015749535425,90,2,277,0
"871","89a90129823ffff",-51.1780731774149,-30.017474340489,925,1,43,1
"872","89a90128a53ffff",-51.2056398997862,-30.0220637502215,931,0,163,0
"873","89a90e93453ffff",-51.1407903569317,-29.9984279935633,9,0,1912,0
"874","89a9012804bffff",-51.1831768370823,-30.0683656784859,865,1,34,0
"875","89a90128313ffff",-51.1947451969928,-30.053512771959,640,1,148,0
"876","89a90128a0bffff",-51.2115908199027,-30.0187784039577,351,0,1541,0
"877","89a901280c7ffff",-51.1925534950827,-30.07450246803,536,1,93,1
"878","89a901284dbffff",-51.1873854108305,-30.0971207432309,31,0,0,0
"879","89a9012b227ffff",-51.1417268105549,-30.0968485308336,108,0,0,0
"880","89a9012b10bffff",-51.1722790823615,-30.0997946077211,934,0,33,0
"881","89a90128567ffff",-51.2166967642683,-30.0696683758773,1277,1,37,2
"882","89a9012814fffff",-51.2069847594002,-30.0552448321613,1356,0,327,0
"883","89a90129c07ffff",-51.175992847369,-30.041238776932,687,0,256,0
"884","89a90129c9bffff",-51.1733521719011,-30.0511737750423,102,0,69,0
"885","89a90129ccfffff",-51.1670638273829,-30.0461597652071,838,0,16,0
"886","89a9012a12bffff",-51.242183514805,-30.0979832476563,944,1,261,1
"887","89a9012a3d3ffff",-51.2120909206088,-30.106103116529,27,0,3,0
"888","89a9012d6d3ffff",-51.2506028946495,-30.0057325944478,0,0,0,0
"889","89a90129d07ffff",-51.196824865134,-30.0297526085685,694,0,256,0
"890","89a90128067ffff",-51.1950814229773,-30.0618057941861,897,0,51,0
"891","89a90129bc3ffff",-51.1656088649726,-30.0102032726714,839,0,518,0
"892","89a90129c03ffff",-51.1730165002173,-30.0428806779537,478,0,106,0
"893","89a9012854fffff",-51.2077695004184,-30.0745921055429,172,0,30,0
"894","89a9012912fffff",-51.1579102192807,-30.0455483804644,985,1,195,0
"895","89a901291bbffff",-51.1583579769478,-30.0566119079358,67,0,830,0
"896","89a9012accbffff",-51.2513336633724,-30.0985842374233,532,0,5,0
"897","89a9012982fffff",-51.1779612893505,-30.0147039497892,459,1,93,1
"898","89a90129b33ffff",-51.1774013405986,-30.0008745392748,0,0,0,0
"899","89a90129177ffff",-51.1519568933981,-30.0488312973715,2543,0,25,0
"900","89a9012a173ffff",-51.2362327746045,-30.1012654390431,713,0,13,0
"901","89a9012a1a7ffff",-51.2515581497885,-30.1041112700767,501,0,119,0
"902","89a90128167ffff",-51.215911953547,-30.0503211468777,908,0,195,0
"903","89a9012ae0fffff",-51.2385346590795,-30.0830499497505,829,0,61,1
"904","89a90129e6fffff",-51.1479736497881,-30.0255795873783,495,0,42,0
"905","89a90129a6fffff",-51.1471908865897,-30.0062137292717,530,0,24,0
"906","89a90128813ffff",-51.236402262201,-30.0305357574662,416,0,919,0
"907","89a901291d7ffff",-51.1494276696119,-30.0615271822133,639,1,635,1
"908","89a9012a117ffff",-51.2425202940462,-30.1062715655913,588,0,176,1
"909","89a90129d6fffff",-51.1904251166134,-30.0219738394942,1120,0,894,0
"910","89a9012864fffff",-51.1653183118907,-30.078207993897,1663,0,4,0
"911","89a90128597ffff",-51.2234331779503,-30.0857296806414,1256,0,4,0
"912","89a9012847bffff",-51.1899136022114,-30.0844332329654,309,0,1597,2
"913","89a90129c33ffff",-51.1789687720141,-30.0395968089946,1098,0,126,0
"914","89a901280afffff",-51.2044575411853,-30.0679417413071,551,0,103,0
"915","89a9012b1b3ffff",-51.1846328815148,-30.1042855401489,0,0,0,0
"916","89a9012b38fffff",-51.1569475115031,-30.0969395257535,29,0,0,0
"917","89a90e934b7ffff",-51.1620728652402,-29.9980109446403,14,0,0,0
"918","89a9012915bffff",-51.1400493728662,-30.0553872969258,218,0,0,0
"919","89a90e92447ffff",-51.2077185986582,-29.9982897757678,4,0,5,0
"920","89a9012a217ffff",-51.2000747499101,-30.1098986919849,232,0,1,0
"921","89a9012ae87ffff",-51.2449343085537,-30.0908172555788,167,0,9,0
"922","89a9012aa0fffff",-51.2377490556584,-30.0637074191729,0,0,0,0
"923","89a90128ab3ffff",-51.2239408496991,-30.0232747541604,52,0,14,0
"924","89a90128497ffff",-51.2026022835717,-30.0972109670735,145,0,1,0
"925","89a9012824fffff",-51.164534984969,-30.0588604527181,0,0,144,0
"926","89a90129e7bffff",-51.1451086094369,-30.0299867624559,648,0,50,0
"927","89a9012826bffff",-51.1673993398412,-30.0544528748129,240,1,180,0
"928","89a90128677ffff",-51.1743598686488,-30.0760529966252,1109,1,0,0
"929","89a9012860bffff",-51.1714951980408,-30.0804562006736,1320,0,0,0
"930","89a9012989bffff",-51.1725688040462,-30.0318171811542,166,0,8,0
"931","89a9012aa57ffff",-51.231798589933,-30.0669894195502,279,0,52,0
"932","89a90128c73ffff",-51.2338761753648,-30.0432377750948,2,0,0,0
"933","89a9012a333ffff",-51.2237696419043,-30.0940180682872,633,1,87,0
"934","89a90129d17ffff",-51.1969369638422,-30.0325184627598,485,0,243,0
"935","89a90e9268bffff",-51.1925045267941,-29.9982000929202,124,0,844,0
"936","89a90128107ffff",-51.2192237582802,-30.056971240087,1550,0,56,0
"937","89a901282d3ffff",-51.1680708672529,-30.0710390590084,794,1,15,0
"938","89a90128c5bffff",-51.2249501867057,-30.0481626778515,306,0,962,0
"939","89a90128033ffff",-51.2013695710181,-30.0668184458902,815,0,1,0
"940","89a90128cc3ffff",-51.2312373424353,-30.0531739113216,0,0,51,0
"941","89a901283c3ffff",-51.1887932598844,-30.0567928360859,663,0,1898,0
"942","89a901299dbffff",-51.1842491661274,-30.019721979521,1009,0,141,0
"943","89a901283a7ffff",-51.2067606000063,-30.0497131605474,537,0,422,0
"944","89a90129147ffff",-51.1460034916617,-30.052109431897,623,0,21,0
"945","89a90128213ffff",-51.1739121867213,-30.0649940732248,571,0,137,0
"946","89a9012867bffff",-51.1682948681428,-30.0765662726015,1417,0,36,0
"947","89a90128017ffff",-51.1985057149374,-30.0712222393363,855,0,13,0
"948","89a901281c7ffff",-51.2133846998482,-30.0630182331135,597,0,207,0
"949","89a90128283ffff",-51.1771123608693,-30.0688838720043,656,0,106,0
"950","89a9012a067ffff",-51.2182670119724,-30.10834459616,362,0,16,1
"951","89a9012a36fffff",-51.2143937723341,-30.0878880464739,711,0,20,0
"952","89a90129ab7ffff",-51.1628561787555,-30.0173767310015,803,0,248,0
"953","89a901286cbffff",-51.1656541171086,-30.086496555019,2,0,0,0
"954","89a90128087ffff",-51.2017057431337,-30.0751069204424,279,0,395,0
"955","89a9012957bffff",-51.1466743528886,-30.0686957405761,388,0,51,0
"956","89a90e93493ffff",-51.153255606984,-30.0057014313997,519,0,189,0
"957","89a9012ac53ffff",-51.2512212739483,-30.0958229755638,139,0,31,0
"958","89a9012b3c3ffff",-51.1479046463782,-30.0990933252824,0,0,0,0
"959","89a9012858bffff",-51.2172573979062,-30.0834839191219,1028,0,8,0
"960","89a9012840fffff",-51.1960897953973,-30.0866757679521,364,0,0,0
"961","89a90e934cfffff",-51.1438787676939,-29.9995527294322,518,0,59,0
"962","89a9012a3d7ffff",-51.2150668820316,-30.1044603435646,0,0,34,0
"963","89a9012a22fffff",-51.2027146210737,-30.0999722746603,51,0,0,0
"964","89a90128e3bffff",-51.2183265088519,-30.0348536466127,0,0,35,0
"965","89a9012ae6fffff",-51.2352226424928,-30.0764048894077,66,0,0,0
"966","89a90128357ffff",-51.1885691434034,-30.0512656439289,1279,0,187,0
"967","89a90129c43ffff",-51.1638634833389,-30.0422697057511,681,0,28,0
"968","89a90166db7ffff",-51.1420202126906,-30.0288620627236,322,0,142,0
"969","89a9012916bffff",-51.1457798177962,-30.0465821563152,1388,0,17,1
"970","89a90128623ffff",-51.1804247968797,-30.0755349288005,928,0,8,0
"971","89a9012996fffff",-51.1896409447434,-30.0026082464889,472,0,856,0
"972","89a90128a77ffff",-51.2144542223187,-30.0143742978311,5,0,1,0
"973","89a90129d87ffff",-51.2001366591655,-30.0364077216292,1459,0,350,0
"974","89a9012801bffff",-51.1924414640405,-30.0717366274348,570,0,64,0
"975","89a9012aa7bffff",-51.2315740036829,-30.0614623177976,529,0,543,0
"976","89a90129e93ffff",-51.154821844223,-30.0444239853352,723,0,27,5
"977","89a901283abffff",-51.2006970650023,-30.0502324380903,1225,1,202,0
"978","89a90128c57ffff",-51.2310131375731,-30.0476422838629,143,0,984,0
"979","89a90129babffff",-51.1775135115133,-30.0036404236819,152,0,257,0
"980","89a901295a7ffff",-51.1650944722626,-30.0726807760002,2289,0,1,0
"981","89a90128693ffff",-51.1780082417969,-30.0909926363648,523,0,5,0
"982","89a90128a07ffff",-51.2176536875251,-30.0182631415177,0,0,0,0
"983","89a9012b357ffff",-51.1476810806022,-30.093570605033,124,0,0,0
"984","89a9012a15bffff",-51.2273062439948,-30.1061859649345,751,0,167,0
"985","89a9012aa93ffff",-51.2412853110164,-30.07588401859,402,0,97,0
"986","89a9012a337ffff",-51.2267450477589,-30.0923750305859,538,0,9,0
"987","89a9012b177ffff",-51.1751436224792,-30.0953913983423,816,0,0,0
"988","89a90128103ffff",-51.2162483097424,-30.0586141133119,823,0,201,0
"989","89a90129ab3ffff",-51.1598800004198,-30.0190183393309,3449,1,153,0
"990","89a901282d7ffff",-51.1710474957688,-30.0694017864153,1996,0,45,0
"991","89a90129d13ffff",-51.1939609003585,-30.0341608376882,1307,0,165,0
"992","89a90e92457ffff",-51.2078306348198,-30.0010556331716,17,0,89,0
"993","89a9012812bffff",-51.2189995725563,-30.0514441053018,2050,0,445,0
"994","89a90128143ffff",-51.2070971639664,-30.0580061532889,615,1,28,0
"995","89a90129adbffff",-51.1417964871442,-30.0233302480048,386,0,7,1
"996","89a901298afffff",-51.1812732729014,-30.0213640699376,410,0,1948,1
"997","89a9012ae1bffff",-51.2356716675827,-30.0874545365816,594,0,39,0
"998","89a90128d6bffff",-51.251501178194,-30.0278545511676,253,1,47,0
"999","89a90128673ffff",-51.1713834207881,-30.0776903427047,1326,1,114,0
"1000","89a90128ed7ffff",-51.2127121664082,-30.0464322834521,1089,1,2670,0
"1001","89a9012819bffff",-51.2165847265107,-30.0669070681483,292,0,42,0
"1002","89a90129d83ffff",-51.1971608571728,-30.0380501677681,1554,0,160,1
"1003","89a90128c77ffff",-51.2368511964911,-30.0415945025807,0,0,0,0
"1004","89a90128287ffff",-51.1800887669861,-30.0672418827855,694,0,49,0
"1005","89a90129cb3ffff",-51.1822810030125,-30.0462523635212,544,0,256,0
"1006","89a90129d67ffff",-51.1935128675449,-30.0230974043876,1242,0,886,0
"1007","89a901286cfffff",-51.1686305986384,-30.0848593399075,271,0,0,0
"1008","89a9012a263ffff",-51.193674111436,-30.1021292177168,105,0,6,0
"1009","89a901281c3ffff",-51.2104089738431,-30.0646609740487,307,1,58,0
"1010","89a90129983ffff",-51.1963765370905,-30.0186891789386,1655,1,833,0
"1011","89a9012b06fffff",-51.1511055520039,-30.1029792238606,146,0,0,0
"1012","89a90128e17ffff",-51.2185509478224,-30.0403853085684,721,1,390,0
"1013","89a90128e5bffff",-51.2033366048485,-30.0402968992271,839,0,370,1
"1014","89a90129e57ffff",-51.1453325354378,-30.0355185652877,615,0,14,0
"1015","89a9012a02fffff",-51.2243304251632,-30.1078245017661,357,1,35,0
"1016","89a9012a063ffff",-51.2152909781891,-30.1099829287588,116,0,0,0
"1017","89a90128217ffff",-51.176888538028,-30.0633566679765,446,0,18,4
"1018","89a9012ae8bffff",-51.238871398685,-30.0913382972242,1095,1,90,0
"1019","89a9012acdbffff",-51.2514460710465,-30.1013500101827,355,0,215,0
"1020","89a9012b35bffff",-51.1416148681185,-30.0940826527003,56,0,6,0
"1021","89a90128ec3ffff",-51.2096244490359,-30.0453091759882,2099,0,361,1
"1022","89a901284cfffff",-51.1902495361581,-30.0927217176178,0,0,0,0
"1023","89a901284bbffff",-51.2023782681258,-30.09168383483,22,0,0,0
"1024","89a90128e73ffff",-51.2122636177862,-30.0353734543607,1548,0,672,0
"1025","89a90129987ffff",-51.199352423926,-30.017046747289,1472,0,1178,0
"1026","89a9012806fffff",-51.1919934240411,-30.0606822766632,2237,0,179,1
"1027","89a90128a03ffff",-51.2146783927854,-30.0199059849009,115,0,174,0
"1028","89a9012a3dbffff",-51.2090029741517,-30.1049800109397,0,0,0,0
"1029","89a90129197ffff",-51.1585817260184,-30.0621391519315,455,1,92,0
"1030","89a9012885bffff",-51.2241652458897,-30.0288064153766,918,0,5411,1
"1031","89a901299a3ffff",-51.2022159862511,-30.012638392192,505,0,856,0
"1032","89a90129d4fffff",-51.1845850445969,-30.0280195867874,890,1,118,0
"1033","89a9012a137ffff",-51.2483584829844,-30.1002278291459,1636,0,178,0
"1034","89a901281a7ffff",-51.2283742289082,-30.0575783575433,1253,0,501,1
"1035","89a9012aedbffff",-51.2298327992548,-30.0934977223282,689,0,172,0
"1036","89a9012b39bffff",-51.1540824429786,-30.1013423401401,49,0,0,0
"1037","89a90128303ffff",-51.1946331320769,-30.050746924564,800,0,144,0
"1038","89a901280d7ffff",-51.1926655240596,-30.0772637951114,625,1,100,0
"1039","89a9012b373ffff",-51.1505462108976,-30.0891679248042,0,0,0,0
"1040","89a9012aeb3ffff",-51.2479092768066,-30.089178252505,0,0,120,0
"1041","89a90128233ffff",-51.1797528050196,-30.0589533374594,318,0,202,0
"1042","89a901290afffff",-51.1403849448338,-30.0636849812005,39,0,12,0
"1043","89a90128a73ffff",-51.211478656414,-30.016012557801,913,1,338,0
"1044","89a9012996bffff",-51.186665002205,-30.0042504614513,397,0,281,0
"1045","89a90128e03ffff",-51.2154633534379,-30.0392623365337,150,0,179,0
"1046","89a90e924afffff",-51.2229314006487,-29.9983822148321,66,0,0,0
"1047","89a90128a9bffff",-51.2150148609301,-30.0282035055751,2885,0,522,2
"1048","89a90129b0bffff",-51.1683611573936,-30.0030297504622,90,0,854,0
"1049","89a9012b303ffff",-51.1537468980207,-30.0930537656553,37,0,0,0
"1050","89a90128d47ffff",-51.2517258200725,-30.0333861554715,0,0,0,0
"1051","89a901280bbffff",-51.2015937902001,-30.0723456007874,369,0,101,0
"1052","89a90129183ffff",-51.1554931519029,-30.0610147768906,244,0,70,1
"1053","89a90129c7bffff",-51.1667280426098,-30.0378621322214,392,0,177,0
"1054","89a901295a3ffff",-51.1621176471951,-30.074317913725,555,0,27,0
"1055","89a90129e97ffff",-51.157798546591,-30.0427870073601,957,0,221,0
"1056","89a901669b7ffff",-51.1412376053184,-30.0094961762028,230,1,175,0
"1057","89a9012a123ffff",-51.2452709642354,-30.0991055749671,958,0,5,0
"1058","89a9012b103ffff",-51.1753674298947,-30.1009185784902,21,0,0,0
"1059","89a90129127ffff",-51.1609986711094,-30.0466772148888,1291,0,0,0
"1060","89a901282bbffff",-51.1799767757491,-30.0644805397054,544,0,95,0
"1061","89a90129bafffff",-51.1804892637266,-30.0019984153359,19,0,148,0
"1062","89a90129c97ffff",-51.1794168864905,-30.0506557560966,91,0,2,0
"1063","89a9012826fffff",-51.1703758088684,-30.0528156147471,420,0,169,1
"1064","89a9012b19bffff",-51.1757035031521,-30.1092025703409,30,0,0,0
"1065","89a90e92453ffff",-51.2048553644835,-30.0026982576268,116,0,358,0
"1066","89a90129857ffff",-51.1661682167977,-30.0240372309452,0,0,0,0
"1067","89a9012865bffff",-51.162453502512,-30.0826110008045,34,0,0,0
"1068","89a9012aea3ffff",-51.2477969951153,-30.0864169831647,0,0,0,0
"1069","89a90128227ffff",-51.1826171351382,-30.0545454299533,1031,0,169,0
"1070","89a90128e4fffff",-51.2062003282121,-30.0358884712198,1357,0,506,1
"1071","89a90129a2bffff",-51.1533677624353,-30.0084673360522,547,0,113,0
"1072","89a9012b07bffff",-51.1482400509517,-30.1073819082935,0,0,0,0
