route_id,route_short_name,route_long_name,fare_id,price,type,price_bu
12866445,461,São Cristóvão - Ipanema (via Túnel Rebouças) (Circular),32069624,4.05,onibus_municipal,4.05
12862198,624,Mariópolis - Praça da Bandeira,32069624,4.05,onibus_municipal,4.05
12862336,006,Silvestre - Castelo (Circular),32069624,4.05,onibus_municipal,4.05
12863052,775,Vigário Geral - Madureira (Circular),32069624,4.05,onibus_municipal,4.05
12867390,249,Água Santa - Carioca (Circular),32069624,4.05,onibus_municipal,4.05
12862436,398,Campo Grande - Tiradentes (via Av. Brasil),32069624,4.05,onibus_municipal,4.05
12863273,926,Senador Camará - Penha,32069624,4.05,onibus_municipal,4.05
12860358,220,Usina - Candelária (via Rua Haddock Lobo) (Circular),32069624,4.05,onibus_municipal,4.05
48627770,BRT 20,Santa Cruz - Salvador Allende,34127393,4.05,brt,4.05
12864871,210,Caju - Candelária (Circular),32069624,4.05,onibus_municipal,4.05
42891683,939A,Gardênia Azul - Tanque (via Lgo. Freguesia/Taquara) (Circular),34127545,4.05,onibus_municipal,4.05
12868662,951,Vicente Carvalho - Vista Alegre (via Estrada Padre Roser/Shopping Via Brasil),32069624,4.05,onibus_municipal,4.05
12866435,868,Urucânia - Campo Grande (via Aterrado do Leme),32069624,4.05,onibus_municipal,4.05
12864218,679,Grotão - Méier (Circular),32069624,4.05,onibus_municipal,4.05
49682466,L1/L4,Linha 1/Linha 4 (Laranja/Amarela),13966833,5,metro,5
12861278,913,Del Castilho - Fundão (via Cidade Universitária),32069624,4.05,onibus_metro,4.05
12864938,934,Ribeira - Portuguesa (via Cocotá) (Circular),32069624,4.05,onibus_municipal,4.05
31182772,966A,Tanque - Hosp. Cardoso Fontes (Circular),34127545,4.05,onibus_municipal,4.05
12860165,869,Santa Margarida - Campo Grande (Circular),32069624,4.05,onibus_municipal,4.05
12864254,434,Grajaú - Siqueira Campos (via Lapa/Túnel Velho) (Circular),32069624,4.05,onibus_municipal,4.05
12861136,371,Praça Seca - Praça Tiradentes,32069624,4.05,onibus_municipal,4.05
39459520,616,Vale das Flores - Terminal Corrêas,50226559,4.05,onibus_metro,4.05
12862188,678,Méier - Vila Valqueire,32069624,4.05,onibus_municipal,4.05
33655604,823A,Vargem Grande - Recreio (via Estr. do Pontal) (Circular),34127545,4.05,onibus_municipal,4.05
50369668,BRT 25,Mato Alto - Jardim Oceânico (via Alvorada),34127393,4.05,brt,4.05
12866696,892,São Benedito - Santa Cruz (via Matadouro) (Circular),32069624,4.05,onibus_municipal,4.05
12860205,300,Sulacap - Candelária,32069624,4.05,onibus_municipal,4.05
12860300,306,Praça Seca - Castelo (via Av. Menezes Côrtes),32069624,4.05,onibus_municipal,4.05
31975223,691,Méier - Cidade de Deus (via Taquara/Linha Amarela),32069624,4.05,onibus_municipal,4.05
13386993,"",Barca Praça XV - Cocotá,13794408,6.5,barca,6.3
12860111,825,Jesuítas - Campo Grande (via Santa Cruz),32069624,4.05,onibus_municipal,4.05
42409102,117,Troncal 07 - Central - Cosme Velho (Via Túnel Sta. Bárbara),32069624,4.05,onibus_municipal,4.05
12861099,917,Realengo - Bonsucesso,32069624,4.05,onibus_municipal,4.05
31117006,865A,Pau da Fome - Taquara (via Rodrigues Caldas) (Circular),34127545,4.05,onibus_municipal,4.05
12865043,442,Maré - Copacabana (via Praça Mauá) (Circular),32069624,4.05,onibus_municipal,4.05
12867268,946,Pavuna - Engenho da Rainha (via Av. Dom Helder Câmara),32069624,4.05,onibus_municipal,4.05
12861299,366,Campo Grande - Tiradentes,32069624,4.05,onibus_municipal,4.05
31992559,BRT 13,Mato Alto - Alvorada,34127393,4.05,brt,4.05
31143681,877A,Tanque - Rio das Pedras (Circular),34127545,4.05,onibus_municipal,4.05
30627429,803,Senador Camará - Taquara (via Catonho),32069624,4.05,onibus_municipal,4.05
12862407,309,Central - Alvorada (via Av. Lúcio Costa / Botafogo / Praia do Flamengo),32069624,4.05,onibus_municipal,4.05
26985085,539,Rocinha - Leme (via Estrada da Gávea/Copacabana) (Circular),32069624,4.05,onibus_municipal,4.05
12861295,908,Bonsucesso - Guadalupe (via Metrô Inhaúma),32069624,4.05,onibus_municipal,4.05
38170098,513,Nova Iguaçu - Austin (via Comendador Soares/Rodilândia),30176011,4.05,onibus_metro,4.05
21025828,874A,Marambaia - Estação Ilha de Guaratiba,34127545,4.05,onibus_municipal,4.05
12860209,841,Vilar Carioca - Campo Grande,32069624,4.05,onibus_municipal,4.05
13994710,"",(Metrô na Superfície) Botafogo - Gávea,13966833,5,metro,5
12860063,777,Padre Miguel - Madureira,32069624,4.05,onibus_municipal,4.05
12865848,415,Usina - Leblon (Circular),32069624,4.05,onibus_municipal,4.05
12861400,350,Irajá - Passeio,32069624,4.05,onibus_municipal,4.05
12865031,652,Méier - Cascadura (via Lins) (Circular),32069624,4.05,onibus_municipal,4.05
12867184,928,Marechal Hermes - Ramos (Circular),32069624,4.05,onibus_municipal,4.05
21038454,883A,Bangu - Est. Mato Alto (via Estrada do Pré) (Circular),34127545,4.05,onibus_municipal,4.05
12866651,555,Rio das Pedras - Gávea,32069624,4.05,onibus_municipal,4.05
12862247,322,Ribeira - Candelária (via Cocotá),32069624,4.05,onibus_municipal,4.05
12860231,607,Cascadura - Rio Comprido (via Estácio) (Circular),32069624,4.05,onibus_municipal,4.05
12863265,778,Pavuna - Cascadura (via Estrada de Botafogo) (Circular),32069624,4.05,onibus_municipal,4.05
12860394,339,Rodoviária - Cidade de Deus (via Linha Amarela),32069624,4.05,onibus_municipal,4.05
31695597,872A,Sepetiba - Cesarão (via Sepetiba),34127545,4.05,onibus_municipal,4.05
12860350,651,Méier - Cascadura (via Rua Arquias Cordeiro) (Circular),32069624,4.05,onibus_municipal,4.05
12862170,744,Realengo - Cascadura (via Jardim Novo) (Circular),32069624,4.05,onibus_municipal,4.05
12862271,862,Rio das Pedras - Barra da Tijuca (via Estrada de Jacarepaguá) (Circular),32069624,4.05,onibus_municipal,4.05
12864235,376,Pavuna - Candelária (via Rua Mercúrio),32069624,4.05,onibus_municipal,4.05
29043785,296,Irajá - Castelo,32069624,4.05,onibus_municipal,4.05
12861307,238,Água Santa - Castelo (Circular),32069624,4.05,onibus_municipal,4.05
26743079,955,Maré - Alvorada (via Linha Amarela),32069624,4.05,onibus_municipal,4.05
12861118,600,Taquara - Pça. Saens Peña (via Cidade de Deus / Av. Menezes Cortes / Boiuna),32069624,4.05,onibus_municipal,4.05
12862387,680,Penha (Iapi) - Méier (Circular),32069624,4.05,onibus_municipal,4.05
37873368,011,Rodoviária - Castelo (Circular),32069624,4.05,onibus_municipal,4.05
32380161,875A,Tanque - Chácara (Circular),34127545,4.05,onibus_municipal,4.05
12860181,485,Penha - Siqueira Campos (via Linha Vermelha/Túnel Santa Bárbara),32069624,4.05,onibus_municipal,4.05
31110076,806A,Boiuna - Taquara (via Rio Grande),34127545,4.05,onibus_municipal,4.05
38448391,558,Integrada 06 - General Osório - Cidade de Deus (via Itanhangá),32069624,4.05,onibus_municipal,4.05
12860370,751,Jardim Novo (Realengo) - Cascadura,32069624,4.05,onibus_municipal,4.05
31233230,918,Bangu - Irajá (via Jardim Violeta) (Circular),32069624,4.05,onibus_municipal,4.05
12865790,845,Campo Grande - Cantagalo (Circular),32069624,4.05,onibus_municipal,4.05
13409309,303,Rodoviária - Barra da Tijuca (via Linha Amarela) (Circular),32069624,4.05,onibus_municipal,4.05
12862368,217,Andaraí - Carioca (Circular),32069624,4.05,onibus_municipal,4.05
37860183,106,Troncal 03 - Central - Leblon (via Aterro/Av. Nossa Senhora de Copacabana) (Circular),32069624,4.05,onibus_municipal,4.05
12862328,486,Fundão - Siqueira Campos (via Túnel Santa Bárbara),32069624,4.05,onibus_municipal,4.05
12868712,202,Rio Comprido - Castelo (Circular),32069624,4.05,onibus_municipal,4.05
12861196,752,Conjunto dos Palmares - Coelho Neto,32069624,4.05,onibus_municipal,4.05
12863088,410,Saens Peña - Gávea (via Túnel Santa Bárbara),32069624,4.05,onibus_municipal,4.05
12862118,603,Usina - Praça Saens Peña (via São Miguel),19828276,4.05,onibus_metro,4.05
12861072,390,Curicica - Candelária (via Estrada do Guerenguê),32069624,4.05,onibus_municipal,4.05
12860121,402,Engenho da Rainha - Gávea,32069624,4.05,onibus_municipal,4.05
12866526,861,Rio das Pedras - Curicica (via Cidade de Deus),32069624,4.05,onibus_municipal,4.05
12862180,363,Vila Valqueire - Candelária,32069624,4.05,onibus_municipal,4.05
31192624,953A,Taquara - Cidade de Deus (via Ret. dos Artistas),34127545,4.05,onibus_municipal,4.05
52404235,BRT 46,Penha - Alvorada,34127393,4.05,brt,4.05
12861369,397,Campo Grande - Candelária,32069624,4.05,onibus_municipal,4.05
31695385,871A,Sepetiba - Cesarão III (via Croácia) (circular),34127545,4.05,onibus_municipal,4.05
50369274,BRT 11,Santa Cruz - Alvorada,34127393,4.05,brt,4.05
21028843,879A,Campo Grande - Magarça,34127545,4.05,onibus_municipal,4.05
33491565,BRT 19,Pingo D´água - Salvador Allende,34127393,4.05,brt,4.05
48666391,203,Rio Comprido - Candelária (via Av. Presidente Vargas / Central) (Circular),32069624,4.05,onibus_municipal,4.05
12861381,321,Bancários - Castelo (via Linha Vermelha) (Circular),32069624,4.05,onibus_municipal,4.05
12864101,838,Jardim Maravilha - Campo Grande,32069624,4.05,onibus_municipal,4.05
12864867,767,Campo Grande - Guadalupe (via Vila Kennedy),32069624,4.05,onibus_municipal,4.05
31696017,828A,São Jorge - Campo Grande (via Estação Campo Grande),34127545,4.05,onibus_municipal,4.05
12863979,819,Jardim Bangu - Bangu (Circular),32069624,4.05,onibus_municipal,4.05
12863242,692,Méier - Alvorada (via Av. Dom Helder Câmara/Linha Amarela),32069624,4.05,onibus_municipal,4.05
32386294,702A,Praça Seca - Madureira,34127545,4.05,onibus_municipal,4.05
12867907,650,Marechal Hermes - Engenho Novo (Circular),32069624,4.05,onibus_municipal,4.05
37262794,105,Troncal 05 - Alto Gávea - Central (via Praia de Botafogo/Praia do Flamengo/Rua Primeiro de Março),32069624,4.05,onibus_municipal,4.05
12862423,435,Grajaú - Gávea (via Túnel Santa Bárbara),32069624,4.05,onibus_municipal,4.05
12865774,781,Cascadura - Marechal Hermes (via Praça Seca) (Circular),32069624,4.05,onibus_municipal,4.05
49177221,VLT-02,Linha 2 (Verde),52433953,3.8,vlt,3.8
12863064,503,Alto Leblon - Gávea (Circular),32069624,4.05,onibus_municipal,4.05
12867264,783,Marechal Hermes - Praça Seca (Circular),32069624,4.05,onibus_municipal,4.05
12865828,181,Rodoviária - São Conrado (via Linha Amarela) (Circular),32069624,4.05,onibus_municipal,4.05
12864930,330,Parque União - Candelária,32069624,4.05,onibus_municipal,4.05
12866566,226,Grajaú - Carioca (Circular),32069624,4.05,onibus_municipal,4.05
13387096,BRT 15,Paciência - Salvador Allende,34127393,4.05,brt,4.05
40859680,213,Muda - Candelária (Circular),32069624,4.05,onibus_municipal,4.05
12860169,745,Bangu - Cascadura,32069624,4.05,onibus_municipal,4.05
37261939,552,Integrada 02 - Rio Sul - Alvorada (via Av. Atlântica/Av. Niemeyer/Av. Lúcio Costa),32069624,4.05,onibus_municipal,4.05
12866675,583,Cosme Velho - Leblon (via Jóquei) (Circular),32069624,4.05,onibus_municipal,4.05
32583952,856A,Terminal Centro Olímpico - Terminal Taquara (via André Rocha),34127545,4.05,onibus_municipal,4.05
12865786,254,Madureira - Candelária,32069624,4.05,onibus_municipal,4.05
12865049,634,Bananal - Saens Peña,32069624,4.05,onibus_municipal,4.05
12867330,378,Marechal Hermes - Castelo,32069624,4.05,onibus_municipal,4.05
12862322,873A,Paciência - Campo Grande (via Jardim Sete de Abril/Estrada dos Gouveia) (Circular),34127545,4.05,onibus_municipal,4.05
12863162,836,Caboclos - Campo Grande (via Rua Olinda Ellis) (Circular),32069624,4.05,onibus_municipal,4.05
12861340,942,Penha - Pavuna,32069624,4.05,onibus_municipal,4.05
12865659,756,Santa Cruz - Coelho Neto,32069624,4.05,onibus_municipal,4.05
12862332,513,Urca - Fonte da Saudade (via Mena Barreto) (Circular),32069624,4.05,onibus_metro,4.05
13453901,885,Piraquê - Santa Cruz (via Pedra de Guaratiba),32069624,4.05,onibus_municipal,4.05
12864819,807,Jesuítas - Santa Cruz (Circular),32069624,4.05,onibus_municipal,4.05
12865860,851,Campo Grande  - Escola Amazonas (via Augusto Vasconcelos) (Circular),32069624,4.05,onibus_municipal,4.05
12860293,327,Ribeira - Castelo (via Linha Vermelha) (Circular),32069624,4.05,onibus_municipal,4.05
12867934,448,Maracaí - São Conrado (Circular),32069624,4.05,onibus_municipal,4.05
38944777,772,Bangu - Coelho Neto  (Circular),32069624,4.05,onibus_municipal,4.05
49190953,809,Sagrado Coração - Santa Cruz (Circular),32069624,4.05,onibus_municipal,4.05
12865695,833,Conjunto Manguariba - Campo Grande,32069624,4.05,onibus_municipal,4.05
33251844,BRT 17,Santa Cruz - Campo Grande,34127393,4.05,brt,4.05
12860374,737,Santíssimo - Marechal Hermes (Circular),32069624,4.05,onibus_municipal,4.05
12860107,746,Jabour - Cascadura (Circular),32069624,4.05,onibus_municipal,4.05
50373368,BRT 18,Recreio Shopping - Jardim Oceânico (via Barra Shop.),34127393,4.05,brt,4.05
12865667,738,Urucânia - Marechal Hermes,32069624,4.05,onibus_municipal,4.05
31789151,265,Marechal Hermes - Castelo (Circular),32069624,4.05,onibus_municipal,4.05
20920163,854A,Campo Grande - Mato Alto,34127545,4.05,onibus_municipal,4.05
37263947,551,Integrada 01 - Rio Sul - Alvorada (via Av. Atlântica/Lagoa-Barra/Av. das Américas),32069624,4.05,onibus_municipal,4.05
12860075,824,Campo Grande - Santa Maria (Vila Nova)  (Circular),32069624,4.05,onibus_municipal,4.05
31189908,353,Praça Seca - Rodoviária,32069624,4.05,onibus_municipal,4.05
31130564,610A,Del Castilho - Tanque (via Linha Amarela),34127545,4.05,onibus_municipal,4.05
12864147,712,Cascadura - Irajá (Circular),32069624,4.05,onibus_municipal,4.05
12863041,409,Saens Peña - Horto (via Lapa),32069624,4.05,onibus_municipal,4.05
36540635,770,Campo Grande - Coelho Neto (Metrô) (Circular),32069624,4.05,onibus_municipal,4.05
12868634,396,Bairro Jabour - Candelária (via Av. Brasil),32069624,4.05,onibus_municipal,4.05
12861396,362,Honório Gurgel - Castelo (Circular),32069624,4.05,onibus_municipal,4.05
31131205,636,Praça Seca - Saens Peña (via Madureira),34127545,4.05,onibus_municipal,4.05
12860289,653,Marechal Hermes - Méier (Circular),32069624,4.05,onibus_municipal,4.05
12861352,335,Cordovil - Tiradentes (Rápido) (Circular),32069624,4.05,onibus_municipal,4.05
13399815,302,Rodoviária - Alvorada (via Av. Lúcio Costa),32069624,4.05,onibus_municipal,4.05
12864027,443,Maré - Leblon (via Central) (Circular),32069624,4.05,onibus_municipal,4.05
37263371,102,Troncal 02 - Jardim de Alah - Rodoviária (via Lapa),32069624,4.05,onibus_municipal,4.05
31164527,954,Taquara - Recreio (via Benvindo Novaes),34127545,4.05,onibus_municipal,4.05
12864035,507,Largo do Machado - Silvestre,32069624,4.05,onibus_municipal,4.05
12866612,759,Cesarão - Coelho Neto,32069624,4.05,onibus_municipal,4.05
12861416,801,Bangu - Taquara,32069624,4.05,onibus_municipal,4.05
12861164,355,Madureira - Praça Tiradentes,32069624,4.05,onibus_municipal,4.05
